Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
16;1058956;Форма банка (без печати работодателя);Покупка автомобиля;0;0.36;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;48;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1058976;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.32;мужской;0;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1058996;2НДФЛ;Покупка недвижимости/ строительство;0;0.58;женский;0;0;высшее;вспомогательный персонал;>250;1;21;25;Торговля;ООО;женат / замужем;0;0;0;0;0;0.1894736842;0;0;0;0;0.2;1;4;77;5;0;2;19;43;1;0;0;0;0;0;0
16;1059016;Форма банка (без печати работодателя);Покупка автомобиля;0;0.24;мужской;1;0;высшее;специалист;>250;0;109;54;Другое;ЗАО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;58;2;1;1;12;64;0;0;0;0;0;0;0
16;1059036;2НДФЛ;Ремонт;0;0.55;мужской;2;0;высшее;менеджер среднего звена;>250;0;20;35;Торговля;ООО;повторный брак;1;1;1;1;1;0;1;0;0;0;0.3333333333;1;2;21;3;0;1;33;77;0;0;0;0;0;0;0
16;1059056;Свободная форма с печатью работодателя;Ремонт;1;0.18;женский;4;0;среднее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059076;2НДФЛ;Ремонт;0;0.54;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059096;Форма банка (без печати работодателя);Ремонт;1;0.42;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059116;2НДФЛ;Ремонт;1;0.33;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;62;25;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059136;2НДФЛ;Ремонт;0;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059156;Форма банка (без печати работодателя);Другое;1;0.37;женский;1;0;высшее;специалист;< 50;0;92;43;Торговля;ООО;разведен / разведена;2;2;2;2;1;0;0;1;0;0;1;4;0;25;4;1;0;4;11;0;0;0;0;0;0;0
16;1059176;Форма банка (без печати работодателя);Ремонт;0;0.37;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;39;43;Торговля;Индивидуальный предприниматель;холост / не замужем;2;2;2;2;2;0;1;0;0;0;0.5;1;1;26;2;1;0;11;77;0;0;0;0;0;0;0
16;1059196;Форма банка (без печати работодателя);Ремонт;1;0.28;мужской;1;0;высшее;менеджер высшего звена;< 50;0;46;30;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;21;21;0;0;0;0;0;0;0
16;1059216;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.49;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059236;Свободная форма с печатью работодателя;Ремонт;1;0.3;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;13;26;Торговля;ООО;женат / замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
16;1059256;Форма банка (без печати работодателя);Ремонт;1;0.08;мужской;0;0;среднее-специальное;менеджер среднего звена;< 50;0;32;58;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059276;Поступление зарплаты на счет;Отпуск;1;0.38;женский;1;0;незаконченное высшее;специалист;>250;0;63;28;Торговля;ООО;холост / не замужем;0;0;0;0;0;0.1052631579;0;0;0;0;0.3333333333;1;2;34;3;1;0;12;31;1;0;0;0;0;0;0
16;1059296;Поступление зарплаты на счет;Ремонт;1;0.38;женский;1;0;высшее;специалист;>250;0;31;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059316;Поступление зарплаты на счет;Другое;0;0.49;мужской;0;0;незаконченное высшее;специалист;< 50;0;7;24;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059336;Поступление зарплаты на счет;Ремонт;1;0.43;мужской;1;0;среднее;рабочий;>250;0;40;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059356;Форма банка (без печати работодателя);Отпуск;0;0.15;женский;0;0;высшее;специалист;>250;0;10;25;Торговля;ООО;холост / не замужем;1;0;0;0;0;0.0131578947;0;0;0;0;1;3;0;75;3;1;0;21;27;1;0;0;0;0;0;0
16;1059376;Поступление зарплаты на счет;Обучение;1;0.2;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059396;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059416;Свободная форма с печатью работодателя;Ремонт;1;0.45;мужской;0;0;среднее-специальное;рабочий;>250;0;6;27;Торговля;ООО;холост / не замужем;2;1;1;1;1;0.0158730159;1;0;0;0;0.3333333333;1;2;62;3;0;1;21;73;1;0;0;0;0;0;0
16;1059436;2НДФЛ;Ремонт;1;0.31;женский;0;0;высшее;менеджер среднего звена;>250;0;80;30;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059456;Форма банка (без печати работодателя);Другое;0;0.25;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059476;Поступление зарплаты на счет;Ремонт;1;0.2;мужской;0;0;среднее-специальное;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059496;Поступление зарплаты на счет;Покупка автомобиля;0;0.41;женский;1;0;высшее;специалист;>250;0;17;31;Другое;ОАО;женат / замужем;0;0;0;0;0;0.0441176471;0;0;0;0;0.6;3;2;65;5;1;0;13;28;1;0;0;0;0;0;0
16;1059516;Форма банка (без печати работодателя);Ремонт;1;0.3;женский;0;0;высшее;менеджер высшего звена;< 50;0;143;46;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059536;Поступление зарплаты на счет;Ремонт;0;0.12;женский;0;0;высшее;вспомогательный персонал;>250;0;107;57;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.0674157303;0;0;0;0;0.3333333333;2;4;83;6;0;3;23;87;1;0;0;0;0;0;0
16;1059556;Форма банка (без печати работодателя);Ремонт;0;0.43;мужской;2;0;высшее;специалист;>250;0;12;50;Другое;ООО;женат / замужем;5;1;1;1;1;0.0862068966;0;0;0;0;0.6666666667;2;1;106;3;0;0;13;76;1;0;0;0;0;0;0
16;1059576;2НДФЛ;Обучение;0;0.24;женский;0;0;высшее;менеджер по продажам;>250;3;34;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059596;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.43;женский;1;0;среднее-специальное;специалист;>250;0;173;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059616;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.53;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059636;2НДФЛ;Ремонт;1;0.35;мужской;1;0;второе высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059656;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.43;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;< 50;0;131;36;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059676;Поступление зарплаты на счет;Ремонт;1;0.38;женский;0;0;высшее;менеджер среднего звена;>250;0;305;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059696;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;1;0;среднее-специальное;специалист;>250;0;19;42;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059716;Форма банка (без печати работодателя);Отпуск;0;0.32;мужской;1;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059736;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;среднее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059756;Форма банка (без печати работодателя);Ремонт;1;0.13;мужской;0;0;высшее;менеджер высшего звена;< 50;0;109;50;Другое;ООО;разведен / разведена;1;0;0;0;0;0;0;0;0;0;0;0;3;99;3;0;2;31;81;0;0;0;0;0;0;0
16;1059776;Поступление зарплаты на счет;Ремонт;1;0.41;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;193;52;Другое;ООО;женат / замужем;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;94;94;0;0;0;0;0;0;0
16;1059796;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.53;женский;0;0;высшее;специалист;>250;1;61;27;Торговля;ООО;женат / замужем;2;2;2;2;2;0.0909090909;0;1;1;1;0.5;1;1;10;2;0;0;0;33;1;0;0;0;0;0;0
16;1059816;2НДФЛ;Покупка автомобиля;1;0.54;мужской;1;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059836;Форма банка (без печати работодателя);Ремонт;1;0.35;женский;2;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059856;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.09;мужской;1;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059876;2НДФЛ;Ремонт;0;0.34;женский;0;0;второе высшее;специалист;>250;0;17;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059896;Поступление зарплаты на счет;Ремонт;1;0.49;мужской;0;0;высшее;специалист;>250;0;96;30;Информационные технологии;ОАО;холост / не замужем;1;1;1;1;1;0;1;0;0;0;0.5;1;1;17;2;0;0;23;25;0;0;0;0;0;0;0
16;1059916;;Ремонт;0;;женский;0;0;высшее;другое;;1;46;25;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059936;Поступление зарплаты на счет;Ремонт;1;0.5;женский;1;0;незаконченное высшее;рабочий;< 50;0;12;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059956;2НДФЛ;Другое;0;0.57;женский;0;0;высшее;менеджер среднего звена;>250;0;67;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1059976;2НДФЛ;Ремонт;0;0.23;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;32;26;Торговля;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;0.5;1;1;10;2;0;0;7;12;0;0;0;0;0;0;0
