Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
16;1101096;Поступление зарплаты на счет;Отпуск;0;0.5;мужской;2;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101116;Поступление зарплаты на счет;Покупка автомобиля;1;0.56;женский;0;0;высшее;менеджер среднего звена;>250;0;7;30;Другое;ООО;холост / не замужем;0;0;0;0;0;0;1;0;0;0;1;1;0;40;1;1;0;39;39;0;0;0;0;0;0;0
16;1101136;Свободная форма с печатью работодателя;Ремонт;1;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;>250;0;16;25;Другое;ООО;холост / не замужем;3;2;1;0;0;0;0;1;1;1;0.4285714286;3;4;57;7;2;1;1;40;0;0;0;0;0;0;0
16;1101156;Форма банка (без печати работодателя);Ремонт;0;0.3;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;34;59;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101176;Поступление зарплаты на счет;Ремонт;0;0.16;женский;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101196;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;1;0;высшее;менеджер высшего звена;< 50;0;135;36;Торговля;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.3333333333;2;4;108;6;2;2;18;85;0;0;0;0;0;0;0
16;1101216;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;0;0;среднее-специальное;рабочий;>250;0;48;47;Другое;Государственное предприятие;женат / замужем;2;2;1;1;1;0.144;0;0;0;0;0.1111111111;1;8;107;9;1;2;4;82;1;1;1;1;0;0;0
16;1101236;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.41;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101256;;Отпуск;0;;женский;0;0;высшее;другое;;1;8;26;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101276;Форма банка (без печати работодателя);Ремонт;1;0.39;женский;0;0;среднее;менеджер среднего звена;>250;0;47;23;Торговля;ООО;женат / замужем;1;1;0;0;0;0.1351351351;0;0;0;0;0.6666666667;2;1;32;3;0;0;9;23;1;0;0;0;0;0;0
16;1101296;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101316;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.2;женский;0;0;среднее-специальное;рабочий;>250;0;48;51;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0175438596;0;0;0;0;0;0;2;56;2;0;1;31;37;1;0;0;0;0;0;0
16;1101336;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.25;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101356;Поступление зарплаты на счет;Ремонт;0;0.56;мужской;1;0;среднее-специальное;рабочий;>250;0;65;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101376;Форма банка (без печати работодателя);Покупка автомобиля;1;0.28;женский;2;0;высшее;менеджер высшего звена;< 50;0;57;31;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101396;2НДФЛ;Ремонт;0;;женский;1;0;высшее;другое;;1;60;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101416;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.28;женский;0;0;высшее;менеджер среднего звена;>250;0;15;49;Торговля;ООО;женат / замужем;1;1;1;1;1;0.0434782609;0;0;0;0;0;0;2;22;2;0;0;70;73;1;0;0;0;0;0;0
16;1101436;2НДФЛ;Ремонт;1;0.4;женский;0;0;высшее;специалист;>250;0;29;27;Другое;ООО;холост / не замужем;1;1;1;1;1;0;0;0;0;0;1;2;0;21;2;1;0;38;57;0;0;0;0;0;0;0
16;1101456;Форма банка (без печати работодателя);Покупка автомобиля;1;0.55;мужской;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101476;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;высшее;рабочий;>250;1;292;58;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101496;Поступление зарплаты на счет;Ремонт;0;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;124;32;Торговля;ЗАО;холост / не замужем;1;1;0;0;0;0.027027027;0;0;0;0;0.1666666667;1;5;144;6;0;3;14;77;1;0;0;0;0;0;0
16;1101516;Форма банка (без печати работодателя);Ремонт;0;0.26;мужской;1;0;среднее-специальное;рабочий;>250;0;181;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101536;Поступление зарплаты на счет;Ремонт;1;0.44;мужской;0;0;высшее;менеджер среднего звена;>250;1;16;36;Торговля;ООО;холост / не замужем;2;2;2;2;0;0.0043668122;1;0;0;0;0.375;4;4;228;8;2;1;11;85;1;0;0;0;0;0;0
16;1101556;Форма банка (без печати работодателя);Ремонт;1;0.45;женский;2;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101576;Форма банка (без печати работодателя);Ремонт;0;0.45;мужской;1;0;высшее;менеджер среднего звена;< 50;0;19;29;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0229885057;1;2;0;0;0.2857142857;2;5;85;7;1;2;4;37;1;0;0;0;0;0;0
16;1101596;Поступление зарплаты на счет;Ремонт;1;0.31;мужской;0;0;среднее;рабочий;< 50;0;13;54;Другое;ООО;разведен / разведена;1;1;1;1;1;0;0;1;0;0;0.6666666667;2;1;59;3;1;0;5;68;0;0;0;0;0;0;0
16;1101616;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;75;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101636;Поступление зарплаты на счет;Покупка автомобиля;0;0.36;мужской;0;0;незаконченное высшее;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101656;Форма банка (без печати работодателя);Обучение;1;0.29;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;42;47;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101676;2НДФЛ;Покупка автомобиля;0;0.47;мужской;0;0;высшее;менеджер высшего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101696;Форма банка (без печати работодателя);Ремонт;1;0.53;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101716;2НДФЛ;Ремонт;1;0.49;мужской;0;0;высшее;торговый представитель;>250;3;31;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101736;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.47;мужской;0;0;высшее;вспомогательный персонал;>250;0;162;52;Торговля;ООО;женат / замужем;3;3;1;1;1;0.025;0;0;0;0;0.3636363636;4;7;156;11;1;0;11;35;1;0;0;0;0;0;0
16;1101756;2НДФЛ;Лечение;1;0.3;мужской;2;0;высшее;менеджер среднего звена;>250;1;132;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101776;Поступление зарплаты на счет;Ремонт;0;0.35;мужской;3;0;среднее-специальное;вспомогательный персонал;>250;0;118;39;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101796;Форма банка (без печати работодателя);Отпуск;0;0.45;мужской;0;0;высшее;специалист;>250;0;63;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101816;Поступление зарплаты на счет;Ремонт;0;0.47;женский;0;0;высшее;специалист;>250;0;34;24;Юридические услуги;ООО;холост / не замужем;2;2;0;0;0;0;0;1;1;1;1;1;0;2;1;0;0;1;1;0;0;0;0;0;0;0
16;1101836;Форма банка (без печати работодателя);Отпуск;0;0.23;женский;0;0;высшее;специалист;>250;0;6;51;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101856;Форма банка (без печати работодателя);Ремонт;0;0.31;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101876;Форма банка (без печати работодателя);Другое;1;0.48;женский;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101896;Форма банка (без печати работодателя);Ремонт;1;0.47;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;8;25;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101916;Поступление зарплаты на счет;Ремонт;1;0.44;мужской;0;0;незаконченное высшее;рабочий;>250;1;42;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101936;2НДФЛ;Ремонт;0;0.52;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>250;0;9;29;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101956;Поступление зарплаты на счет;Ремонт;1;0.2;мужской;1;0;высшее;менеджер среднего звена;>250;0;92;48;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1101976;Форма банка (без печати работодателя);Ремонт;0;0.43;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;47;28;Другое;ООО;женат / замужем;5;5;1;1;1;0.0030959752;1;2;2;2;0.1904761905;4;17;322;21;2;2;0;84;1;0;0;0;0;0;0
16;1101996;2НДФЛ;Ремонт;0;0.51;мужской;1;0;среднее-специальное;менеджер среднего звена;>250;1;184;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102016;2НДФЛ;Ремонт;1;0.42;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;66;30;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102036;2НДФЛ;Покупка автомобиля;1;0.31;мужской;2;0;среднее-специальное;рабочий;>250;1;190;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102056;Поступление зарплаты на счет;Ремонт;0;0.3;женский;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;< 50;0;8;26;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102076;Форма банка (без печати работодателя);Покупка автомобиля;1;0.29;женский;0;0;второе высшее;менеджер по продажам;< 50;0;6;28;Торговля;ООО;женат / замужем;1;1;1;1;1;0;0;0;0;0;1;2;0;12;2;1;0;13;23;0;0;0;0;0;0;0
16;1102096;Поступление зарплаты на счет;Покупка автомобиля;0;0.29;мужской;0;0;высшее;специалист;>250;0;61;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102116;Поступление зарплаты на счет;Покупка автомобиля;1;0.42;мужской;1;0;среднее;специалист;>250;1;41;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102136;Свободная форма с печатью работодателя;Ремонт;1;0.47;женский;2;0;среднее-специальное;менеджер по продажам;< 50;0;6;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102156;Поступление зарплаты на счет;Лечение;1;0.31;мужской;1;0;среднее-специальное;рабочий;>250;1;13;25;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102176;Поступление зарплаты на счет;Ремонт;1;0.28;женский;1;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102196;2НДФЛ;Ремонт;1;0.46;мужской;2;0;среднее-специальное;вспомогательный персонал;>250;0;8;41;Другое;ООО;женат / замужем;3;1;1;0;0;0.1904761905;0;3;3;1;0.3333333333;4;8;136;12;2;0;1;98;1;0;0;0;0;0;0
16;1102216;Форма банка (без печати работодателя);Ремонт;1;0.42;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102236;2НДФЛ;Покупка бытовой техники;0;0.45;женский;0;0;высшее;вспомогательный персонал;< 50;1;26;26;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102256;Свободная форма с печатью работодателя;Ремонт;1;0.42;мужской;0;0;высшее;специалист;< 50;0;33;32;Торговля;ООО;повторный брак;1;1;1;0;0;0.0068965517;0;1;0;0;0.4285714286;3;4;144;7;0;0;3;87;1;0;0;0;0;0;0
16;1102276;2НДФЛ;Покупка автомобиля;1;0.34;женский;0;0;высшее;вспомогательный персонал;>250;3;367;51;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102296;Поступление зарплаты на счет;Покупка автомобиля;0;0.14;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102316;Форма банка (без печати работодателя);Покупка автомобиля;1;0.09;мужской;2;0;высшее;вспомогательный персонал;>250;0;325;44;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102336;Форма банка (без печати работодателя);Ремонт;0;0.52;мужской;0;0;высшее;менеджер высшего звена;>250;0;20;44;Торговля;ООО;женат / замужем;1;1;0;0;0;0.02;0;1;0;0;0.4;4;6;147;10;2;1;3;73;1;0;0;0;0;0;0
16;1102356;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;высшее;специалист;< 50;0;30;28;Торговля;ООО;гражданский брак;4;2;2;2;2;0.0909090909;0;1;0;0;0.3333333333;2;4;50;6;1;0;5;80;1;0;0;0;0;0;0
16;1102376;Форма банка (без печати работодателя);Лечение;0;0.46;женский;1;0;среднее-специальное;специалист;< 50;0;30;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102396;2НДФЛ;Ремонт;0;0.25;женский;0;0;высшее;менеджер среднего звена;>250;1;57;31;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102416;Свободная форма с печатью работодателя;Ремонт;0;0.58;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;9;31;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102436;Поступление зарплаты на счет;Ремонт;0;0.42;мужской;0;0;среднее-специальное;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102456;Форма банка (без печати работодателя);Ремонт;1;0.28;мужской;1;0;среднее;рабочий;>250;0;204;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102476;2НДФЛ;Покупка автомобиля;0;0.27;мужской;1;0;высшее;менеджер среднего звена;>250;1;13;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102496;Форма банка (без печати работодателя);Ремонт;0;0.36;мужской;1;0;высшее;менеджер среднего звена;>250;0;162;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102516;Поступление зарплаты на счет;Покупка автомобиля;0;0.39;мужской;0;0;среднее-специальное;рабочий;>250;1;105;41;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102536;Форма банка (без печати работодателя);Ремонт;1;0.37;мужской;0;0;высшее;менеджер высшего звена;< 50;0;40;38;Торговля;ООО;повторный брак;0;0;0;0;0;0;0;0;0;0;0.5;2;2;26;4;0;0;12;44;0;0;0;0;0;0;0
16;1102556;Свободная форма с печатью работодателя;Ремонт;0;0.39;мужской;0;0;высшее;менеджер среднего звена;< 50;1;44;32;Торговля;ООО;разведен / разведена;2;1;1;1;1;0;0;0;0;0;1;2;0;22;2;1;0;10;11;0;0;0;0;0;0;0
16;1102576;Свободная форма с печатью работодателя;Ремонт;1;0.33;женский;1;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102596;2НДФЛ;Покупка недвижимости/ строительство;1;0.22;мужской;2;0;высшее;менеджер по продажам;>250;1;71;30;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102616;Поступление зарплаты на счет;Покупка земли;0;0.51;мужской;2;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;137;36;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102636;Свободная форма с печатью работодателя;Отпуск;0;0.48;мужской;1;0;среднее;вспомогательный персонал;>250;0;41;35;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102656;Поступление зарплаты на счет;Ремонт;1;0.35;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;30;25;Юридические услуги;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;1;1;0;6;1;0;0;4;4;0;0;0;0;0;0;0
16;1102676;Форма банка (без печати работодателя);Ремонт;0;0.17;женский;0;0;высшее;менеджер среднего звена;< 50;0;13;40;Другое;ООО;женат / замужем;1;1;0;0;0;0;1;0;0;0;0.0666666667;1;14;143;15;0;2;10;75;0;0;0;0;0;0;0
16;1102696;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;0;0;незаконченное высшее;специалист;< 50;0;43;25;Другое;ООО;женат / замужем;1;1;1;0;0;0;0;0;0;0;0.3333333333;1;2;35;3;1;0;34;35;0;0;0;0;0;0;0
16;1102716;Поступление зарплаты на счет;Покупка недвижимости/ строительство;0;0.37;женский;0;0;высшее;специалист;>250;0;6;24;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102736;2НДФЛ;Ремонт;0;0.45;мужской;0;0;среднее-специальное;рабочий;< 50;0;21;54;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102756;2НДФЛ;Покупка недвижимости/ строительство;1;0.45;женский;0;0;высшее;специалист;< 50;0;27;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102776;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;высшее;специалист;>250;0;56;45;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102796;Форма банка (без печати работодателя);Ремонт;1;0.2;мужской;0;0;высшее;менеджер высшего звена;< 50;0;17;29;Другое;ООО;женат / замужем;0;0;0;0;0;0.201754386;0;0;0;0;0.125;1;7;91;8;0;1;13;91;1;1;1;0;0;0;0
16;1102816;Свободная форма с печатью работодателя;Ремонт;1;0.49;женский;0;0;среднее-специальное;специалист;>250;3;23;49;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102836;Форма банка (без печати работодателя);Покупка мебели;1;0.1;мужской;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102856;Форма банка (без печати работодателя);Ремонт;1;0.28;женский;2;0;среднее-специальное;специалист;>250;0;268;39;Другое;Государственное предприятие;женат / замужем;0;0;0;0;0;0.0416666667;0;0;0;0;0;0;2;23;2;0;1;16;91;1;0;0;0;0;0;0
16;1102876;Поступление зарплаты на счет;Ремонт;1;0.39;мужской;0;0;высшее;специалист;>250;0;19;30;Другое;ООО;женат / замужем;0;0;0;0;0;0.2916666667;0;1;0;0;0.6666666667;2;1;17;3;2;1;5;84;1;0;0;0;1;1;1
16;1102896;2НДФЛ;Покупка автомобиля;0;0.22;мужской;0;0;высшее;специалист;>250;3;31;28;Другое;ООО;женат / замужем;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;
16;1102916;2НДФЛ;Покупка автомобиля;1;0.59;женский;2;0;второе высшее;менеджер среднего звена;>250;0;120;31;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102936;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;специалист;< 50;0;26;38;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102956;2НДФЛ;Покупка недвижимости/ строительство;1;0.49;мужской;0;0;высшее;специалист;>250;0;65;53;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1102976;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.1;женский;0;0;высшее;вспомогательный персонал;>250;0;10;37;Торговля;ООО;повторный брак;2;2;2;2;2;0;0;0;0;0;0;0;2;31;2;0;0;14;18;0;0;0;0;0;0;0
16;1102996;Поступление зарплаты на счет;Ремонт;1;0.49;женский;1;0;высшее;специалист;>250;0;16;29;Информационные технологии;ООО;холост / не замужем;8;5;5;0;0;0.0384615385;1;1;0;0;0.7;7;3;125;10;2;0;5;28;1;0;0;0;0;0;0
16;1103016;Форма банка (без печати работодателя);Ремонт;1;0.3;женский;0;0;высшее;вспомогательный персонал;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103036;Форма банка (без печати работодателя);Ремонт;0;0.36;женский;0;0;высшее;специалист;>250;0;108;34;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0924369748;1;0;0;0;0.6666666667;2;1;108;3;0;1;28;82;1;0;0;0;0;0;0
16;1103056;Форма банка (без печати работодателя);Ремонт;1;0.2;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;7;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103076;Поступление зарплаты на счет;Другое;1;0.27;женский;0;0;высшее;рабочий;>250;0;24;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103096;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.54;мужской;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103116;Форма банка (без печати работодателя);Ремонт;1;0.39;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;18;53;Торговля;ООО;холост / не замужем;1;1;1;1;1;0.1194968553;0;0;0;0;0.25;1;3;140;4;0;1;28;81;1;0;0;0;0;0;0
16;1103136;Форма банка (без печати работодателя);Ремонт;0;0.42;мужской;1;0;среднее-специальное;рабочий;< 50;0;71;24;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103156;Форма банка (без печати работодателя);Ремонт;1;0.11;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;26;47;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;1;3;0;42;3;2;0;12;18;0;0;0;0;0;0;0
16;1103176;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.49;мужской;1;0;незаконченное высшее;специалист;>250;0;104;30;Торговля;ЗАО;женат / замужем;0;0;0;0;0;0.0353982301;1;1;0;0;0.2307692308;3;10;218;13;2;2;5;92;1;1;1;0;0;0;0
16;1103196;2НДФЛ;Покупка автомобиля;1;0.54;мужской;1;0;среднее-специальное;рабочий;>250;3;103;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103216;2НДФЛ;Ремонт;1;0.28;женский;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103236;Форма банка (без печати работодателя);Ремонт;1;0.4;мужской;0;0;среднее;рабочий;>250;0;174;55;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103256;Форма банка (без печати работодателя);Ремонт;0;0.34;женский;0;0;Высшее/Второе высшее/Ученая степень;торговый представитель;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103276;2НДФЛ;Ремонт;1;0.22;мужской;1;0;высшее;специалист;>250;0;14;29;Другое;Иная форма;женат / замужем;0;0;0;0;0;0;1;0;0;0;0;0;4;51;4;0;4;37;61;0;0;0;0;0;0;0
16;1103296;Форма банка (без печати работодателя);Покупка бытовой техники;1;0.43;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;160;53;Другое;ООО;женат / замужем;3;3;2;1;1;0.0088235294;1;0;0;0;0.7;7;3;337;10;3;1;11;124;1;0;0;0;0;0;0
16;1103316;Поступление зарплаты на счет;Отпуск;1;0.59;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103336;Поступление зарплаты на счет;Покупка автомобиля;1;0.33;мужской;0;0;высшее;специалист;>250;0;20;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103356;2НДФЛ;Покупка недвижимости/ строительство;1;0.38;женский;0;0;второе высшее;торговый представитель;>250;0;42;28;Торговля;ООО;женат / замужем;2;2;2;2;1;;;;;;;;;;;;;;;;;;;;;
16;1103376;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.35;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;0;48;57;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103396;Поступление зарплаты на счет;Ремонт;0;0.43;мужской;2;0;высшее;рабочий;>250;0;142;32;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103416;Поступление зарплаты на счет;Ремонт;0;0.19;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;60;47;Торговля;ООО;женат / замужем;0;0;0;0;0;0;1;0;0;0;0.25;1;3;45;4;1;0;29;51;0;0;0;0;0;0;0
16;1103436;Форма банка (без печати работодателя);Ремонт;0;0.32;мужской;0;0;среднее;менеджер среднего звена;< 50;0;19;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103456;Форма банка (без печати работодателя);Ремонт;0;0.41;женский;0;0;высшее;менеджер среднего звена;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103476;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.44;мужской;1;0;среднее-специальное;специалист;>250;1;51;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103496;2НДФЛ;Покупка недвижимости/ строительство;1;0.59;женский;1;0;высшее;специалист;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103516;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.14;женский;1;0;высшее;менеджер по продажам;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103536;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;0;0.54;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103556;Поступление зарплаты на счет;Ремонт;0;0.46;женский;0;0;высшее;специалист;>250;0;14;55;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103576;Форма банка (без печати работодателя);Отпуск;1;0.35;женский;1;0;высшее;специалист;>250;0;311;44;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103596;Поступление зарплаты на счет;Лечение;1;0.26;мужской;0;0;среднее-специальное;рабочий;>250;0;54;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;1103616;Форма банка (без печати работодателя);Ремонт;1;0.39;мужской;0;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
